20140710-M-Stuttgart-R32-Jan_Lennard_Struff-Philipp_Kohlschreiber,jan lennard struff,philipp kohlschreiber,philipp kohlschreiber
20140709-M-Stuttgart-R32-Alexander_Zverev-Lukas_Rosol,alexander zverev,lukas rosol,lukas rosol
20140608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,rafael nadal
20140606-M-Roland_Garros-SF-Rafael_Nadal-Andy_Murray,rafael nadal,andy murray,rafael nadal
20140604-M-Roland_Garros-QF-David_Ferrer-Rafael_Nadal,david ferrer,rafael nadal,rafael nadal
20140531-M-Roland_Garros-R32-Leonardo_Mayer-Rafael_Nadal,leonardo mayer,rafael nadal,rafael nadal
20140529-M-French_Open-R64-Rafael_Nadal-Dominic_Thiem,rafael nadal,dominic thiem,rafael nadal
20140528-M-Roland_Garros-R64-Roger_Federer-Diego_Sebastian_Schwartzman,roger federer,diego sebastian schwartzman,roger federer
20140518-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,novak djokovic
20140517-M-Rome_Masters-SF-Grigor_Dimitrov-Rafael_Nadal,grigor dimitrov,rafael nadal,rafael nadal
20140516-M-Rome_Masters-QF-Andy_Murray-Rafael_Nadal,andy murray,rafael nadal,rafael nadal
20140514-M-Rome_Masters-R32-Roger_Federer-Jeremy_Chardy,roger federer,jeremy chardy,jeremy chardy
20140514-M-Rome_Masters-R32-Gilles_Simon-Rafael_Nadal,gilles simon,rafael nadal,rafael nadal
20140511-M-Madrid_Masters-F-Rafael_Nadal-Kei_Nishikori,rafael nadal,kei nishikori,rafael nadal
20140510-M-Madrid_Masters-SF-Roberto_Bautista_Agut-Rafael_Nadal,roberto bautista agut,rafael nadal,rafael nadal
20140509-M-Madrid_Masters-QF-Tomas_Berdych-Rafael_Nadal,tomas berdych,rafael nadal,rafael nadal
20140507-M-Madrid_Masters-R32-Rafael_Nadal-Juan_Monaco,rafael nadal,juan monaco,rafael nadal
20140503-M-Munich-SF-Jan_Lennard_Struff-Fabio_Fognini,jan lennard struff,fabio fognini,fabio fognini
20140427-M-Barcelona-F-Santiago_Giraldo-Kei_Nishikori,santiago giraldo,kei nishikori,kei nishikori
20140425-M-Barcelona-QF-Nicolas_Almagro-Rafael_Nadal,nicolas almagro,rafael nadal,nicolas almagro
20140423-M-Barcelona-R32-Albert_Ramos-Rafael_Nadal,albert ramos,rafael nadal,rafael nadal
20140418-M-Monte_Carlo_Masters-QF-David_Ferrer-Rafael_Nadal,david ferrer,rafael nadal,david ferrer
20140416-M-Monte_Carlo_Masters-R32-Rafael_Nadal-Teymuraz_Gabashvili,rafael nadal,teymuraz gabashvili,rafael nadal
20140223-M-Rio_de_Janeiro-F-Rafael_Nadal-Alexandr_Dolgopolov,rafael nadal,alexandr dolgopolov,rafael nadal
20140222-M-Rio_de_Janeiro-SF-Rafael_Nadal-Pablo_Andujar,rafael nadal,pablo andujar,rafael nadal
20140221-M-Rio_de_Janeiro-QF-Rafael_Nadal-Joao_Sousa,rafael nadal,joao sousa,rafael nadal
20140218-M-Rio_de_Janeiro-R32-Rafael_Nadal-Daniel_Gimeno_Traver,rafael nadal,daniel gimeno traver,rafael nadal
20131114-M-CH_Tour_Finals-RR-Teymuraz_Gabashvili-Aleksandr_Nedovyesov,teymuraz gabashvili,aleksandr nedovyesov,teymuraz gabashvili
20130720-M-Hamburg-SF-Federico_Delbonis-Roger_Federer,federico delbonis,roger federer,federico delbonis
20130714-M-Bastad-F-Carlos_Berlocq-Fernando_Verdasco,carlos berlocq,fernando verdasco,carlos berlocq
20130609-M-Roland_Garros-F-David_Ferrer-Rafael_Nadal,david ferrer,rafael nadal,rafael nadal
20130607-M-French_Open-SF-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,rafael nadal
20130518-M-Rome_Masters-SF-Roger_Federer-Benoit_Paire,roger federer,benoit paire,roger federer
20130517-M-Rome_Masters-SF-Tomas_Berdych-Rafael_Nadal,tomas berdych,rafael nadal,rafael nadal
20130512-M-Rome_Masters-F-Roger_Federer-Rafael_Nadal,roger federer,rafael nadal,rafael nadal
20130512-M-Madrid_Masters-F-Stanislas_Wawrinka-Rafael_Nadal,stanislas wawrinka,rafael nadal,rafael nadal
20130509-M-Madrid_Masters-R16-Grigor_Dimitrov-Stanislas_Wawrinka,grigor dimitrov,stanislas wawrinka,stanislas wawrinka
20130508-M-Madrid_Masters-R16-Roger_Federer-Kei_Nishikori,roger federer,kei nishikori,kei nishikori
20130426-M-Barcelona-QF-Tomas_Berdych-Tommy_Robredo,tomas berdych,tommy robredo,tommy robredo
20130419-M-Monte_Carlo_Masters-SF-Novak_Djokovic-Fabio_Fognini,novak djokovic,fabio fognini,novak djokovic
20130419-M-Monte_Carlo_Masters-QF-Richard_Gasquet-Fabio_Fognini,richard gasquet,fabio fognini,fabio fognini
20130417-M-Monte_Carlo_Masters-R16-Andy_Murray-Stanislas_Wawrinka,andy murray,stanislas wawrinka,stanislas wawrinka
20130414-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,novak djokovic
20130225-M-Acapulco-F-David_Ferrer-Rafael_Nadal,david ferrer,rafael nadal,rafael nadal
20130210-M-Vina_del_Mar-F-Horacio_Zeballos-Rafael_Nadal,horacio zeballos,rafael nadal,horacio zeballos
20120720-M-Hamburg-QF-Jeremy_Chardy-Juan_Monaco,jeremy chardy,juan monaco,juan monaco
20120608-M-Roland_Garros-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,rafael nadal
20120519-M-Rome_Masters-SF-Roger_Federer-Novak_Djokovic,roger federer,novak djokovic,novak djokovic
20120519-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,rafael nadal
20120516-M-Rome_Masters-R32-Roger_Federer-Carlos_Berlocq,roger federer,carlos berlocq,roger federer
20120510-M-Madrid_Masters-QF-David_Ferrer-Roger_Federer,david ferrer,roger federer,roger federer
20120510-M-Madrid-R16-Roger_Federer-Richard_Gasquet,roger federer,richard gasquet,roger federer
20120505-M-Munich-F-Marin_Cilic-Philipp_Kohlschreiber,marin cilic,philipp kohlschreiber,philipp kohlschreiber
20120505-M-Belgrade-SF-Benoit_Paire-Pablo_Andujar,benoit paire,pablo andujar,benoit paire
20120422-M-Monte_Carlo_Masters-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,rafael nadal
20120415-M-Casablanca-F-Albert_Ramos-Pablo_Andujar,albert ramos,pablo andujar,pablo andujar
20110717-M-Bastad-F-David_Ferrer-Robin_Soderling,david ferrer,robin soderling,robin soderling
20110605-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,roger federer,rafael nadal,rafael nadal
20110603-M-Roland_Garros-SF-Novak_Djokovic-Roger_Federer,novak djokovic,roger federer,roger federer
20110513-M-Rome_Masters-SF-Novak_Djokovic-Andy_Murray,novak djokovic,andy murray,novak djokovic
20110508-M-Rome_Masters-F-Novak_Djokovic-Rafael_Nadal,novak djokovic,rafael nadal,novak djokovic
20110424-M-Barcelona-F-David_Ferrer-Rafael_Nadal,david ferrer,rafael nadal,rafael nadal
20100606-M-Roland_Garros-F-Robin_Soderling-Rafael_Nadal,robin soderling,rafael nadal,rafael nadal
20100512-M-Madrid_Masters-R16-John_Isner-Rafael_Nadal,john isner,rafael nadal,rafael nadal
20100509-M-Madrid_Open-F-Roger_Federer-Rafael_Nadal,roger federer,rafael nadal,rafael nadal
20100418-M-Monte_Carlo_Masters-F-Fernando_Verdasco-Rafael_Nadal,fernando verdasco,rafael nadal,rafael nadal
20090607-M-Roland_Garros-F-Robin_Soderling-Roger_Federer,robin soderling,roger federer,roger federer
20090531-M-French_Open-R16-Robin_Soderling-Rafael_Nadal,robin soderling,rafael nadal,robin soderling
20090503-M-Rome_Masters-SF-Novak_Djokovic-Roger_Federer,novak djokovic,roger federer,novak djokovic
20080608-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,roger federer,rafael nadal,rafael nadal
20070610-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,roger federer,rafael nadal,rafael nadal
20060611-M-Roland_Garros-F-Roger_Federer-Rafael_Nadal,roger federer,rafael nadal,rafael nadal
20050508-M-Rome_Masters-F-Rafael_Nadal-Guillermo_Coria,rafael nadal,guillermo coria,rafael nadal
20050507-M-Rome_Masters-SF-Andre_Agassi-Guillermo_Coria,andre agassi,guillermo coria,guillermo coria
20030505-M-Rome_Masters-R64-David_Ferrer-Andre_Agassi,david ferrer,andre agassi,david ferrer
19870901-M-US_Open-QF-John_Mcenroe-Ivan_Lendl,john mcenroe,ivan lendl,ivan lendl
19840610-M-Roland_Garros-F-John_Mcenroe-Ivan_Lendl,john mcenroe,ivan lendl,ivan lendl
19840506-M-Forest_Hills_WCT-F-John_Mcenroe-Ivan_Lendl,john mcenroe,ivan lendl,john mcenroe
19810607-M-Roland_Garros-F-Bjorn_Borg-Ivan_Lendl,bjorn borg,ivan lendl,bjorn borg
