20150827-M-Winston_Salem-QF-Malek_Jaziri-Thomaz_Bellucci,malek jaziri,thomaz bellucci,malek jaziri
20150823-M-Cincinnati-F-Novak_Djokovic-Roger_Federer,novak djokovic,roger federer,roger federer
20150822-M-Cincinnati-SF-Novak_Djokovic-Alexandr_Dolgopolov,novak djokovic,alexandr dolgopolov,novak djokovic
20150822-M-Cincinnati-SF-Andy_Murray-Roger_Federer,andy murray,roger federer,roger federer
20150822-M-Cincinnati-QF-Roger_Federer-Feliciano_Lopez,roger federer,feliciano lopez,roger federer
20150816-M-Montreal-SF-Andy_Murray-Kei_Nishikori,andy murray,kei nishikori,andy murray
20150816-M-Montreal-F-Andy_Murray-Novak_Djokovic,andy murray,novak djokovic,andy murray
20150814-M-Montreal-QF-Novak_Djokovic-Ernests_Gulbis,novak djokovic,ernests gulbis,novak djokovic
20150813-M-Montreal-R16-Novak_Djokovic-Jack_Sock,novak djokovic,jack sock,novak djokovic
20150811-M-Canada_Masters-R32-Novak_Djokovic-Thomaz_Bellucci,novak djokovic,thomaz bellucci,novak djokovic
20150806-M-Washington-R32-Alexandr_Dolgopolov-Ivo_Karlovic,alexandr dolgopolov,ivo karlovic,alexandr dolgopolov
20150806-M-Washington-R16-Teymuraz_Gabashvili-Ricardas_Berankis,teymuraz gabashvili,ricardas berankis,ricardas berankis
20150806-M-Washington-R16-Steve_Johnson-Grigor_Dimitrov,steve johnson,grigor dimitrov,steve johnson
20150805-M-Washington-R32-Steve_Johnson-Bernard_Tomic,steve johnson,bernard tomic,steve johnson
20150804-M-Washington-R32-Vasek_Pospisil-Donald_Young,vasek pospisil,donald young,vasek pospisil
20150728-M-Bogota-QF-Malek_Jaziri-Adrian_Mannarino,malek jaziri,adrian mannarino,adrian mannarino
20150726-M-Bogota-F-Bernard_Tomic-Adrian_Mannarino,bernard tomic,adrian mannarino,bernard tomic
20150725-M-Bogota-SF-Michael_Berrer-Bernard_Tomic,michael berrer,bernard tomic,bernard tomic
20150405-M-Miami_Masters-F-Novak_Djokovic-Andy_Murray,novak djokovic,andy murray,novak djokovic
20150401-M-Miami_Masters-QF-Dominic_Thiem-Andy_Murray,dominic thiem,andy murray,andy murray
20150330-M-Miami_Masters-R32-Viktor_Troicki-Kei_Nishikori,viktor troicki,kei nishikori,kei nishikori
20150330-M-Miami_Masters-R32-Jerzy_Janowicz-David_Goffin,jerzy janowicz,david goffin,david goffin
20150329-M-Miami_Masters-R32-Leonardo_Mayer-Kevin_Anderson,leonardo mayer,kevin anderson,kevin anderson
20150328-M-Miami_Masters-R64-Tim_Smyczek-Jo_Wilfried_Tsonga,tim smyczek,jo wilfried tsonga,jo wilfried tsonga
20150325-M-Miami_Masters-R64-Vasek_Pospisil-Juan_Martin_Del_Potro,vasek pospisil,juan martin del potro,vasek pospisil
20150325-M-Miami_Masters-R128-Diego_Sebastian_Schwartzman-Dominic_Thiem,diego sebastian schwartzman,dominic thiem,dominic thiem
20150321-M-Irving_CH-SF-Gilles_Muller-Tim_Smyczek,gilles muller,tim smyczek,tim smyczek
20150321-M-Indian_Wells_Masters-SF-Milos_Raonic-Roger_Federer,milos raonic,roger federer,roger federer
20150321-M-Indian_Wells_Masters-QF-Milos_Raonic-Rafael_Nadal,milos raonic,rafael nadal,milos raonic
20150320-M-Indian_Wells_Masters-QF-Tomas_Berdych-Roger_Federer,tomas berdych,roger federer,roger federer
20150318-M-Indian_Wells_Masters-R16-Milos_Raonic-Tommy_Robredo,milos raonic,tommy robredo,milos raonic
20150318-M-Indian_Wells_Masters-R16-Feliciano_Lopez-Kei_Nishikori,feliciano lopez,kei nishikori,feliciano lopez
20150318-M-Indian_Wells_Masters-QF-Andy_Murray-Feliciano_Lopez,andy murray,feliciano lopez,andy murray
20150318-M-Indian_Wells-R16-Roger_Federer-Jack_Sock,roger federer,jack sock,roger federer
20150316-M-Indian_Wells_Masters-R32-Feliciano_Lopez-Pablo_Cuevas,feliciano lopez,pablo cuevas,feliciano lopez
20150316-M-Indian_Wells_Masters-R32-Ernests_Gulbis-Adrian_Mannarino,ernests gulbis,adrian mannarino,adrian mannarino
20150316-M-Indian_Wells_Masters-R32-David_Ferrer-Bernard_Tomic,david ferrer,bernard tomic,bernard tomic
20150315-M-Indian_Wells_Masters-R64-Diego_Sebastian_Schwartzman-Roger_Federer,diego sebastian schwartzman,roger federer,roger federer
20150314-M-Indian_Wells_Masters-R64-Donald_Young-Jeremy_Chardy,donald young,jeremy chardy,donald young
20150313-M-Indian_Wells_Masters-R128-Sam_Querrey-Sergiy_Stakhovsky,sam querrey,sergiy stakhovsky,sergiy stakhovsky
